Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,2299,"Pope Francis: Immigrants Provide ‘˜Enrichment’ to Society, Not ‘˜Threats’ https://t.co/EHn3m7rj8e",The total points is 0.,0,1,0,1
,1802,"To become US citizens, all #LegalImmigrants have 2 undergo a health/medical exam, which probably 25% of our Congress &amp;Ms.Ginsburg would find difficult to pass... Just bc they have taxpayer paid Cadillac healthcare doesn’t mean they R fit 4 job!#TermLimits https://t.co/OfyAGPiwBR","The total score is calculated as follows:

AI Analysis:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 0 points (none identified)
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points

AC Analysis:
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0 points (none identified)
- Rhetorical Questions: 0 points (none identified)
- Imperative Sentences: 0 points (none identified)
- Ironic Expressions: 0 points (none identified)

Total Score: 1 (Aggressive Determiner/Noun Phrases) + 0 (Aggressive Verbal Phrases) + 1 (Aggressive Adjective Phrases) + 1 (Controversial Content) + 0.5 (Counter-Factual Expressions) + 0.5 (Aggressive Adverbial Phrases) + 0 (Strong Expressions) + 0 (Rhetorical Questions) + 0 (Imperative Sentences) + 0 (Ironic Expressions) = 4 points.",2,1,2,1
,5797,RT @JWMofficial: I don't see why drinking and driving is such a big deal. Letting women drive is just as hazardous!,"Following the points assignment rules, the total score for the provided text is as follows:

For Aggressive Items (AI), 1 point is assigned for each category identified:
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
Total for AI: 1 + 1 = 2 points

For Aggression Catalyzers (AC), 0.5 points are assigned for each category identified:
- Strong Expressions: 0.5 point
- Ironic Expressions: 0.5 point
Total for AC: 0.5 + 0.5 = 1 point

The total score is the sum of AI and AC points: 2 (for AI) + 1 (for AC) = 3 points.",2,1,2,1
,4475,Texas should exercise its full state powers to make sure that immigrant children in federal detention are treated humanely. https://t.co/HXjkC87sqV,"Since there are no Aggressive Items (AI) or Aggression Catalyzers (AC) identified in the text, according to the points assignment rules, the total score is 0.",0,1,0,1
,4126,#FakeNews Alert!! Flu Vaccine PROPAGANDA Agenda - Immigration = Terrorism REPORT https://t.co/Znnb32iyjP,"Based on the identified categories and the rules given, the total points can be calculated as follows:

- AI Categories: There are 2 AI categories identified (Controversial Content and Aggressive Noun Phrases). Therefore, 2*1 = 2 points
- AC Categories: There is 1 AC category identified (Strong Expressions). Therefore, 1*0.5 = 0.5 points

So, the total points are 2 (from AI categories) + 0.5 (from AC categories) = 2.5 points.",2,1,2,1
,1360,Riot: Muslim migrants take to the streets in Italy demanding law to allow mosque building by taxpayers' money - Free Speech Time - https://t.co/udn57C1R9O @ISupport_Israel,"Based on the presence of Aggressive Items (AI) categories and the absence of Aggression Catalyzers (AC) categories, the total points assigned can be calculated as follows:

- For 3 identified categories of AI (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Controversial Content), each worth 1 point: 3 * 1 = 3 points
- There are no identified categories of AC, so no points from this section.

Therefore, the total score for this text based on identified categories is 3 points.",2,1,2,1
,1386,* Sweden ðŸ‡¸ðŸ‡ª:  General election on September 9 may rock Brussels again. Concerns over mass immigration and rampant crime are redefining. https://t.co/hccQmsQ9Vl #v4 #visegrad https://t.co/eS6DsYiJUB,"Based on the points assignment rules and the identified categories in the text, the total score is 0. This is because there are no Aggressive Items (AI) or Aggression Catalyzers (AC) present in the text.",0,1,2,1
,8644,you know your women are stupid just like you're_ bitch please did i fuck you_ what importance do you have in my life_ are you retarded_ 😏🌹,"Based on the identified categories in the text, the calculation of total points is as follows:

AI categories identified: 
- Aggressive Determiner / Noun Phrases = 1 point 
- Aggressive Verbal Phrases = 1 point 
- Aggressive Adjective Phrases = 1 point
- Controversial Content = 1 point 

AC categories identified:
- No Aggressive Adverbial Phrases = 0 point 
- Strong Expressions = 0.5 point 
- Rhetorical Questions = 0.5 point 
- Imperative Sentences = 0.5 point 
- Ironic Expressions = 0.5 point 

Therefore, the total score would be the sum of AI and AC points: 1+1+1+1+0.5+0.5+0.5+0.5= 6 points.",2,1,2,1
,8690,"@LiquidHbox u fucking cunt u wanna fuck me duck hole cack lord bafaf, EXcuease me, i wang to flout ur hbox, please suck me dadd. top 5 gay","According to the points assignment rules:

- For the AI categories, we have:
  - Aggressive Determiner/Noun Phrases
  - Aggressive Verbal Phrases
  - Controversial Content
(Each category earns 1 point. Hence, AI total = 3 points)

- For the AC categories, we have:
  - Strong Expressions
  - Imperative Sentences
(Each category earns 0.5 points. Hence, AC total = 1 point)

Adding both totals, the total point score for the text is 4 points.",2,1,2,1
,5240,Any girl that says pussy rules the world has never had good dick,"AI categories identified are Aggressive Verbal Phrases and Controversial Content. Therefore, for AI categories the score is 1+1 = 2 points. 

AC categories identified are Strong Expressions and Rhetorical Questions. Therefore, for AC categories the score is 0.5+0.5 = 1 point. 

The total score is the sum of AI categories and AC categories scores which is 2 + 1 = 3 points.",2,1,2,1
,2403,Relief for refugees as permanent houses put up https://t.co/ScrNbHwFSl via @dailynation #Withrefugees #Kakuma @UNHCR_Kenya @Refugees  @drckenya @tyrusmaina @imaana102,"The total points for this text would be 0, as no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified.",0,1,0,0
,5063,Turns out that you don't need to eat pineapple if you're busting down her throat... She'll never taste it,"Total Points: 1

This is because there is 1 instance of an AI category identified (Controversial Content) but no instances of any AC categories. According to the points assignment rules, each AI category is worth 1 point, therefore the total is 1.",1,1,2,1
,6262,Every convo ever w/ an #MRA: 'men are pigs.' 'WTF MEN R NOT PIGS U FUGLY FEMENAZI CUNT IMA CUT UR HEAD OFF N FUCK UR NECK HOLE 4 SAYIN THAT',"Based on the points assignment rules:

- AI categories identified (1 point each except Counter-Factual Expressions which is 0.5):
  - Aggressive Determiner/Noun Phrases = 1
  - Aggressive Verbal Phrases = 1
  - Aggressive Adjective Phrases = 1
  - Controversial Content = 1
  - Counter-Factual Expressions About People = 0.5

- AC categories identified (0.5 point each):
  - Aggressive Adverbial Phrases = 0.5
  - Strong Expressions = 0.5
  - Imperative Sentences = 0
  - Rhetorical Questions = 0
  - Ironic Expressions = 0.5

To calculate the total points, add all AI and AC points:

Total Points = (1+1+1+1+0.5) + (0.5+0.5+0+0+0.5) = 5 + 1.5 = 6.5 points.",2,1,2,1
,3432,"@IndivisibleNet Actually, that sign had been used as ok or cool long before retarded Democratic libtard globalist cunts like you started calling everything white Power and racism and being offended by everything, so go get fucked by a rapefugee you tranny","Based on the point assignment rules, let's compute the total points:

Aggressive Items (AI):
There are 4 identified AI categories in the text (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Aggressive Adjective Phrases, and Controversial Content). As each AI category counts for 1 point, this would be 4 points in total.

Aggression Catalyzers (AC):
There are 3 identified AC categories in the text (Aggressive Adverbial Phrases, Strong Expressions, and Imperative Sentences). As each AC category counts for 0.5 points, this would be 1.5 points in total.

By adding up these points, the total score for the text would be 4(AI) + 1.5(AC) = 5.5 points.",2,1,2,1
,2242,#Antifa #AntiFreedomFighters #Antifrees #NaziLeft #AntiAntifa #AntifaTerrorists #AntiWhite #WhitePeople #WhiteGenocide #WhiteMen #WhiteAmerica #ItsOkayToBeWhite #ItsOKtobeWhite #WhitePride #WhiteIdentity #FreeSpeech #StopWhiteGenocide #StopTheInvasion #RedWaveRising2018 #RedWave https://t.co/ERPQ55AXN3,"The Aggressive Items (AI) categories identified are:
- Aggressive Determiner/Noun Phrases: 1 point
- Controversial Content: 1 point

Since no Counter-Factual Expressions About People was found, we do not assign the 0.5 point for this category.

The Aggression Catalyzers (AC) categories identified are:
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0.5 points

Therefore, the total score is 1 (Aggressive Determiner/Noun Phrases) + 1 (Controversial Content) + 0.5 (Imperative Sentences) + 0.5 (Ironic Expressions) = 3 points.",2,0,2,1
,3157,Troubling indeed. #welcomingthestranger #wewelcomerefugees https://t.co/shrhK1TuZH,"Based on the points assignment rules and the identified categories in the text, the total score is 0 because no Aggressive Items (AI) or Aggression Catalyzers (AC) were found.",0,0,0,1
,2973,November 6 IS CLOSE#VoteRed if you support & grieve for victims such as Kate Steinle & Mollie TibbettsVote Dem if you support the illegal aliens who killed them in cold blood#POTUS #MAGA #KAG #GetOutTheVote #RedWave #BuildTheWall #NoDACA #AmericaFirst #ICE #Trump,"Based on the identified categories, we have the following points:

For Aggressive Items (AI):
1 point for Aggressive Noun Phrases
1 point for Aggressive Verbal Phrases
1 point for Controversial Content

For Aggression Catalyzers (AC):
0.5 points for Imperative Sentences

Therefore, the total points assigned to this text are 3.5 points (3 for AI categories and 0.5 for AC category).",2,1,2,1
,2562,"Our latest story about Chicago's shelters for immigrant children -- with important, disturbing new information --  is now up in Spanish. And you can read it here in English, too:  https://t.co/QjllmUkzri   https://t.co/J80c0qqkBU","Based on the identified categories in the text, the total points will be 0. Because there are no aggressive items (AI) or aggression catalyzers (AC) identified.",0,1,0,0
,7500,Merica... 😑 https://t.co/gTUKqHjiGS,The total points for this text is 0. This is because no aggressive items (AI) or aggression catalyzers (AC) were identified in the text according to the scoring rules provided.,0,0,0,1
,9018,Listening to this right now. Tis plaintive and wistfully beautiful,The total points are 0.,0,0,0,1
,2517,Hundreds of Syrian refugees return home from Lebanon https://t.co/0oj6s72uIB https://t.co/hndZAXNvAh,The total score is 0.,0,1,0,0
,7418,If you find me funny it's only because you have serious issues and that shit is hot AF to me,"The identification of the categories in the text gives:

- Aggressive Items (AI):
  - Aggressive Verbal Phrases: There are two expressions identified, but it counts as one occurrence. Hence, it contributes to 1 point.
  - Aggressive Noun Phrases: One expression identified. So, it gives 1 point.
  
- Aggression Catalyzers (AC):
  - Strong Expressions: One expression identified, which contributes to 0.5 points.

According to these points, the total point is 1 (Aggressive Verbal Phrases) + 1 (Aggressive Noun Phrases) + 0.5 (Strong Expressions) = 2.5 points.",2,1,2,1
,7388,I'll only break your heart to make you stronger as a person... Lmao you should thank me really,"Based on the identified categories and the points assignment rules, the total points are calculated as follows:

- 1 point for the Aggressive Items (AI) category
- 0.5 points for the Aggression Catalyzers (AC) category

The total score is therefore 1.5 points.",2,1,2,1
,8191,When you regret asking her 'what that mouth do?' https://t.co/V9oZlclhcl,"According to the points assignment rules: since no AI category is identified, the total score is 0, regardless of AC scores.",0,1,2,1
,1738,Are you Equipped to interact with and advocate for local refugees and immigrants? Join our new workshops designed to prepare you to best serve and advocate for the vulnerable. Read more and sign up today! https://t.co/hoEQeMLAl8 https://t.co/WAR5A9Xbkb,The total points based on the identified categories is 0.,0,1,0,1
,7329,"RT @tasteslikesarc: If you verbally abuse a fuckboy, is it considered animal cruelty? Asking for a friend. Also, can said friend end up in…","Based on the identified categories,

- Aggressive Items (AI): 
    - Aggressive Verbal Phrases: 1 point 
    - Controversial Content: 1 point

- Aggression Catalyzers (AC):
    - Rhetorical Questions: 0.5 points
    - Ironic Expressions: 0.5 points

The total score is 3 points.",2,1,2,1
,9111,can you like choke me once and for all??,"The total score is 1.5 points. 

Explanation: 
AI category (""choke me once and for all"") is identified once = 1 point.
AC category (""can you like choke me once and for all??"") is identified once = 0.5 points. 

Total: 1 point (AI) + 0.5 points (AC) = 1.5 points.",2,1,1,1
,7910,@MrAndyNgo Please don’t stop being kind. There are women out here that know not all men are pervs.,The total points is 0 because no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified in the text.,0,1,0,1
,4325,@LahnaTurner Boner killer? Hardly! I’m sure you’ve heard the joke about the best part of having sex with a preggo.,"Based on the points assignment rules, the total score would be calculated as follows:

AI Categories:
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

AC Categories:
- Rhetorical Questions: 0.5 points
- Ironic Expressions: 0.5 points
- Strong Expressions: 0.5 points

However, multiple expressions within the same category count as one occurrence only. So even though ""Boner killer?"" fall under two AC categories (Rhetorical Questions and Strong Expressions), it's only counted once. 

Finally, summing all up, the total points obtained are:
1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (AC Categories - counted once due to repetition) = 2.5 points.",2,1,0,1
,2411,"@fancysamlong @Kjdebb12 @celticlass340 @realDonaldTrump I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODAC","Based on the points assignment rules and the identified categories in the text, the total score can be calculated as follows:

Aggressive Items (AI): 1 point per category
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC): 0.5 points per category
- Strong Expressions: 0.5 points

Total Score = AI Score + AC Score = (3 * 1) + (1 * 0.5) = 3.5 points.",2,1,1,1
,6494,"@GOP @POTUS A man with 3 wives, 15 women accused him of assault, 13 yr old girl accused him of rape, makes speech about religion &; values. Funny! https://t.co/qq8L27OwFh","The total points calculated based on the identified categories are:

For Aggressive Items:
- 1 point for Aggressive Determiner / Noun Phrases
- 1 point for Aggressive Verbal Phrases
- 1 point for Controversial Content

For Aggression Catalyzers:
- 0.5 points for Ironic Expressions

Total Score: 1 (AI: Aggressive Determiner/Noun Phrases) + 1 (AI: Aggressive Verbal Phrases) + 1 (AI: Controversial Content) + 0.5 (AC: Ironic Expressions) = 3.5 points.",2,1,2,1
,2896,"200 black suspects refugees stop the German police to bring one person out of the country. After police have to let him go under pressure, he escaped in the underground. https://t.co/wqowamqdtl","Based on the provided categorizations, the total points can be calculated as follows:

Aggressive Items (AI): 2 (1 for ""Aggressive Verbal Phrases"" and 1 for ""Controversial Content"")

Aggression Catalyzers (AC): 0 (the text does not contain any aggression catalyzers)

Therefore, the total points are 2.",2,1,2,1
,8019,@graysonslays marcos you skank hannah montana is my thinf,"Based on the identified categories, the total points are calculated as follows:

- AI Categories: one was present (Aggressive Adjective Phrases: 'you skank') giving 1*1=1 point.
- AC Categories: one was also present (Strong Expressions: 'you skank') providing 1*0.5=0.5 points.

So, the total score (AI + AC) equals 1 + 0.5 = 1.5 points.",2,1,2,1
,6314,The only hoe I trust is that bitch Nina.,"According to the identified categories and point assignment rules:
- The text has 2 AIs. Hence, this gives 2 points.
- It has 1 AC. Hence, it gives 0.5 points.

To find the total points, we add the AI and AC scores: 2 (from AIs) + 0.5 (from AC) = 2.5 points.",2,1,2,1
,5171,Bitches fav line is “Am I supposed to be scared?” Listen here lil bitch you don’t have to be scared to get your ass beat. So wassup😊,"AI categories identified:
1) Aggressive Determiner/Noun Phrases: 1 point
2) Aggressive Verbal Phrases: 1 point
3) Counter-Factual Expressions About People: 0.5 points
Total AI points: 1 + 1 + 0.5 = 2.5 points

AC categories identified:
1) Rhetorical Questions: 0.5 points
2) Imperative Sentences: 0.5 points
3) Strong Expressions: 0.5 points
4) Ironic Expressions: 0.5 points
Total AC points: 0.5 + 0.5 + 0.5 + 0.5 = 2 points

Total points = AI points + AC points
Total points = 2.5 + 2 = 4.5 points.",2,1,2,1
,1533,Protesters in DC Rally For Immigration Rights https://t.co/k2nEV1GPw5,The total points based on the identified categories in the text is 0.,0,1,0,0
,387,.@TheDemocrats .@KamalaHarris .@chuckschumer .@NancyPelosi .@CoryBooker .@Ocasio2018 AMERICANS WANT SAFETY SECURITY FROM ILLEGAL DRUGS GANGS & CRIMINALS 1st#BuildTheDamnWall #BuildThatWall,"Based on the identified categories, the total AI and AC points can be calculated as follows:

AI categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 0 points
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0 points

Total AI points: 3 points

AC categories:
- Aggressive Adverbial Phrases: 0 points
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0 points
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0 points

Total AC points: 1 point

Adding together AI points and AC points, the total score is 4 points.",2,1,2,1
,8080,It's about denial. And acting like I'm her hysterical lover when she is clearly the psycho stan of a random Bengali girl like me.,"Based on the points assignment rules and the identified categories in the text, the total score is 1 point. This is because there is one AI category (Aggressive Adjective Phrases) identified in the text. No point will be added for AC category as there are no Aggression Catalyzers found in the text.",1,0,2,1
,5673,@Carflyy she's a woman. She can't help the fact that she sucks,"Based on the rules, each identified AI category gets 1 point. In the text we have 2 identified AI categories: Aggressive Determiner/Noun Phrases and Aggressive Verbal Phrases. There are no AC identified. Therefore the total score is 2 points.",2,1,2,1
,592,Paul Ryan and “Big Club” Begin Positioning Comprehensive Immigration PlatformÂ Narrative‘¦ https://t.co/weISm9QnZI https://t.co/zE2khn6jSR,The total points are 0.,0,1,0,0
,5816,What makes you always think you're right? #WomenSuck #PeriodProbz,"Based on the points assignment rules and identified categories:

Aggressive Items (AI):
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Rhetorical Questions: 0.5 points
- Strong Expressions: 0.5 points

So the total score equals (1+1+0.5+0.5) = 3 points.",2,1,2,1
,222,Hitler left a stain on Germany for the atrocities he committed against the Jews.  Trump will leave a stain on America for the atrocities he's commiting against these immigrant families.  I only hope there is a reenactment of the Nuremberg Trials at the end of his reign. #Inhumane https://t.co/oZoPGNiFaE,"Total points based on the identified categories:

Aggressive Items (AI): 4.5 points (1 each for Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Aggressive Adjective Phrases, and Controversial Content, and 0.5 for Counter-Factual Expressions About People).

Aggression Catalyzers (AC): 0.5 points (0.5 for Strong Expressions).

So the total score is 5 (4.5 from AI categories + 0.5 from AC categories).",2,1,2,1
,1474,"#Buildthatwall #Deportthemall @CIS_org: More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative","Based on the given points assignment rules and identified categories in the text, total points are calculated as follows:

- Aggressive Items (AI): 3 categories identified (Aggressive Verbal Phrases, Controversial Content, Aggressive Determiner/Noun Phrases), each awarded 1 point. Total = 3 points.
- Aggression Catalyzers (AC): 2 categories identified (Strong Expressions, Imperative Sentences), each awarded 0.5 points. Total = 1 point.

So, the total points for the identified categories in the text = AI points + AC points = 3 points + 1 point = 4 points.",2,1,2,1
,2224,Please don't force REAL Americans to have to step up and defend our border. Some feelings might get hurt.  #SSSS  #SeeSomethingSaySomething  ICE 866-347-2423 #StopTheInvasion,"Based on the point assignment rules and the identified categories in the text, the total points calculated are as follows:
- For Aggressive Determiner/Noun Phrases (AI): 1 point
- For Controversial Content (AI): 1 point
- No points for Aggression Catalyzers (AC) since none were identified.

Therefore, the total score is 2 points.",2,1,2,1
,5380,I hate when bitches be actin selfish with the pussy know damn well they out here fuckin the whole city bitch probably burnin smh the nerve,"According to the points assignment rules, the total points would be calculated as follows:

Aggressive Items (AI):
1. Aggressive Determiner/Noun Phrases: 1 point
2. Aggressive Verbal Phrases: 1 point
3. Aggressive Adjective Phrases: 1 point
4. Controversial Content: 1 point

This yields a subtotal of 4 points for AI categories.

Aggression Catalyzers (AC):
1. Strong Expressions: 0.5 points
2. Ironic Expressions: 0.5 points

Yielding a subtotal of 1 point for AC categories.

Therefore, the total points for the text, factoring all identified categories, would be 5 points.",2,1,2,1
,8920,Yeah I can't wait till y'all all shut the fuck up about it. Trumps a moron Hillary is a cunt Berney is a fuckin douche they are politicians no matter what one sides gonna bitch and think they hold the moral high ground but guess what we are all the same and most don't give a fuck,"Based on the points assignment rules:

Aggressive Items (AI) categories identified: 4 (Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases, Controversial Content, Counter-Factual Expressions About People). But the points for Counter-Factual Expressions is 0.5. So, 3*1 + 0.5 = 3.5 points

Aggression Catalyzers (AC) categories identified: 5 (Aggressive Adverbial Phrases, Strong Expressions, Rhetorical Questions, Imperative Sentences, Ironic Expressions). Each AC category is worth 0.5 points so, 5*0.5 = 2.5 points

The total points would then be the sum of AI points and AC points, hence 3.5 (AI points) + 2.5 (AC points) = 6 points.",2,1,2,1
,1157,North Carolina protesters decry Trump immigration policy https://t.co/jxHKzeI853,"The total points for this text is 0. This is because, as per the rules, if no Aggressive Items (AI) category is identified, the total score is 0, regardless of Aggression Catalyzers (AC) scores. The text does not contain any AI or AC.",0,1,0,1
,3594,NRC MEANS SECURITY.WE WON'T COMPROMISE WITH OUR NATIONAL SEVURITY.POLITICS WIRH ILLEGAL IMMIGRANTS WON'T BE https://t.co/fMR7wl8YHi EVIDENCE AND PROOF AND STAY AT ASSSM.BANGLADEDHIS MUST GO HOME.,"The total points based on the identified categories are:

AI categories:
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Aggressive Adjective Phrases: 0 point (since this category is not present)

AC categories:
- Aggressive Adverbial Phrases: 0 point (since this category is not present)
- Strong Expressions: 0.5 point
- Rhetorical Questions: 0 point (since this category is not present)
- Imperative Sentences: 0.5 point
- Ironic Expressions: 0 point (since this category is not present)

By adding all the points, we get the total score. 1 (Aggressive Determiner/Noun Phrases) + 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Strong Expressions) + 0.5 (Imperative Sentences) = 4 Total Points.",2,1,2,1
,7079,This is how I feel about all our haters right now #YesAllMen http://t.co/wdunqgUKaD,"According to the points assignment rules, each identified AI category receives 1 point. 

AI Categories:
- Aggressive Determiner/Noun Phrases: ""our haters"" = 1 point
- Controversial Content: ""#YesAllMen"" = 1 point

AC Categories:
- No aggression catalyzers found in this text = 0 points

So, the total points are 1 (Aggressive Determiner/Noun Phrases) + 1 (Controversial Content) = 2 points.",2,0,2,1
,6139,Fuck the bitch that works at BK. She wouldn’t take my order stupid CUNT.,"Based on the points assignment rules, the total points can be calculated as follows:

- AI Categories:
     1. Aggressive Determiner/Noun Phrases: 1 point 
     2. Aggressive Verbal Phrases: 1 point 
     3. Counter-Factual Expressions About People: 0.5 points   

    Total AI points = 1 + 1 + 0.5 = 2.5 points

- AC Category:
    1. Strong Expressions: 0.5 points 

    Total AC points = 0.5 points

Adding the AI and AC category points gives the total points.
Total points = AI points + AC points = 2.5 + 0.5 = 3 points. So, the total score is 3 points.",2,1,2,1
,2307,"@realDonaldTrump@LindseyGrahamSC@TGowdySC What say you, Sir?#StopTheInvasion  https://t.co/4SqaqFBQxm","Based on the identified categories and points assignment rules:

Aggressive Items (AI):
- The hashtag #StopTheInvasion = 1 point

Aggression Catalyzers (AC):
- ""What say you, Sir?"" = 0.5 points
- Addressing recipients directly with their Twitter handles (@realDonaldTrump, @LindseyGrahamSC, @TGowdySC) = 0.5 points

Total points: 1 (AI) + 0.5 (AC) + 0.5 (AC) = 2 points.",2,1,2,1
,7299,Last time I DM you https://t.co/sE1wOFe3TW,The total points based on the identified categories in the text is 0.,0,1,0,0
,8049,@SuzikinsSays @HawksGal_ Nyour obsessed cuz there is nothing wrong with you stupid skank. You’ve been warned for last time you shall suffer,"The total points based on the identified categories are calculated as follows:

- Aggressive Items (AI):
  - Aggressive Determiner/Noun Phrases: 1 point
  - Aggressive Verbal Phrases: 1 point
  - Aggressive Adjective Phrases: 1 point
  - Controversial Content: 0 point (none identified)
  - Counter-Factual Expressions About People: 0.5 points 

Subtotal AI points: 1 + 1 + 1 + 0.5 = 3.5 points

- Aggression Catalyzers (AC):
  - Aggressive Adverbial Phrases: 0 points (none identified)
  - Strong Expressions: 0.5 points
  - Rhetorical Questions: 0 points (none identified)
  - Imperative Sentences: 0 points (none identified)
  - Ironic Expressions: 0 points (none identified)

Subtotal AC points: 0 + 0.5 + 0 + 0 = 0.5 points

Total points: AI points + AC points = 3.5 + 0.5 = 4 points.",2,1,2,1
,5625,I wish my emotions would feel like emotions instead of screaming and hysterical crying women trying to claw their way out of my torso,"Based on the points assignment rules, the calculation would be as follows: 
- 1 point for the Aggressive Item (AI) category: ""Aggressive Verbal Phrases""
- 0.5 points for the Aggression Catalyzers (AC) category: ""Strong Expressions""

Total points: 1 + 0.5 = 1.5 points.",2,0,2,0
,8309,@emanithegoddess @jaythenerdkid I’m still not sexually active and still get called a whore or a slut all the time,The total points based on the identified categories are 2 points - 1 point for each identified Aggressive Item (Determiner/Noun Phrase and Verbal Phrase). The total points are not affected by the lack of Aggression Catalyzers as their presence would only contribute 0.5 points each.,2,1,2,1
,3562,"“Court documents and written accounts claim the young boys were beaten while handcuffed, strapped to chairs with bags over their heads and locked in solitary confinement while nude and shivering in concrete cells.” https://t.co/RWfHqWMuBA","Based on the identified categories and the points assignment rules, the total points would be:

AI Categories:
- 1 point for Aggressive Determiner/Noun Phrases
- 1 point for Aggressive Verbal Phrases
- 1 point for Aggressive Adjective Phrases
- 1 point for Controversial Content

Total for AI Categories: 1 + 1 + 1 + 1 = 4 points

AC Categories:
No categories identified, so 0 points for AC categories.

Total Points: 4 (from AI categories) + 0 (from AC categories) = 4 points.",2,1,2,1
,1345,"@StefanMolyneux Remigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nvSome basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMB","Total Points:

AI:
- Aggressive Determiner/Noun Phrases: 1 point
- Controversial Content: 1 point

AC:
- Strong Expressions: 0.5 points
- Imperative Sentences: 0.5 points

Total = 1 (AI: Aggressive Determiner/Noun Phrases) + 1 (AI: Controversial Content) + 0.5 (AC: Strong Expressions) + 0.5 (AC: Imperative Sentences) = 3 points.",2,1,2,1
,4729,@Davidsalas87 Cause you're a Bitch and you love those situations! 🤷🏼‍♂️,"Based on the categories identified and the provided points assignment rules,

- For AI categories: 
  - Aggressive Determiner/Noun Phrases: 1 point
  - Aggressive Verbal Phrases: 1 point
  - Aggressive Adjective Phrases: 0 points (None found)
  - Controversial Content: 0 points (None found)
  - Counter-Factual Expressions About People: 0 points (None found)

So, the sub-total for AI categories = 1+1+0+0+0 = 2 points

- For AC categories, 
  - Aggressive Adverbial Phrases: 0 points (None found)
  - Strong Expressions: 0.5 points
  - Rhetorical Questions: 0 points (None found)
  - Imperative Sentences: 0 points (None found)
  - Ironic Expressions: 0.5 points 

So, the sub-total for AC categories = 0+0.5+0+0+0.5 = 1 point

Hence, the total points score based on these categories is: 2 (AI categories) + 1 (AC categories) = 3 points",2,1,2,1
,2631,"""Save the children"" NGO, and other reports that some helpers - mostly local helpers give food for sex in Syrian refugees camps. But also in other camps its a normal fact that food is only available with sex even with children. https://t.co/EGP1plGbAm","The total points based on the identified categories are calculated as follows:

AI: 
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

AC:
- Strong Expressions: 0.5 points
- Nothing else applicable: 0 points

Total points: 1 (AI-AD/NP) + 1 (AI-AVP) + 1 (AI-CC) + 0.5 (AC-SE) = 3.5 points.",2,1,2,1
,6273,Women want u to automatically believe women who scream rape they don't understand our position....,"Total points calculated would be:

- For Aggressive Items (AI), we have identified 3 categories, each category gives 1 point, the point for AI would be 3 * 1 = 3 points.
- For Aggression Catalyzers (AC), we have identified 1 category, each category gives 0.5 points, the point for AC would be 1 * 0.5 = 0.5 points.

So, adding up the points, the total points would be 3 (from AI) + 0.5 (from AC) = 3.5 points.",2,1,2,1
,4298,"Since 911 63,000 Americans have been killed by Illegal Aliens  #Trump #MAGA #RedNationRising  #Immigration’ #SaturdayMorning https://t.co/qqmOnUMtZh","Based on the above analysis and points assignment rules:

Aggressive Item (AI): 
- Aggressive Determiner/Noun Phrases: 1 point.
- Controversial Content: 1 point.

Aggression Catalyzer (AC): None present in the text.
  
The total score is 2 points.",2,1,2,1
