Unnamed: 0,Unnamed: 0.1,id,tweet,orginal,1DI_C,1AG_C,1T_C,,2DI_C,2AG_C,2T_C,,G3DI_C,G3AG_C,G3T_C,,G4DI_C,G4AG_C,G4T_C,1T,2T,G4T,G3T
333,,18276,RT @TweetLikeAGirI: Cinco de way ho http://t.co/cM9JHHK41Y,0,1,0,0,,0,0,0,,1,0,0,,0,0,0,1,1,0,0
334,,6086,@elchavaloko pinche panamonos negros me Dan asco,1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
335,,15964,RT @IdGaf_IMYella: To be honest niggas are the biggest roaches these days.. They be with bitches just to have someone to put shit in their &#8230;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
336,,19874,"RT @killaaakam_: Who's gassin these hoes, BP? &#128564;",1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
337,,10411,I can't tell if I want to fuck you or if I want to slit your throat,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
338,,13556,Never let them hoes get in between of what we started,1,1,1,1,,1,1,1,,1,1,1,,1,2,1,0,1,1,1
339,,24249,diet coke trash,1,1,1,1,,1,1,1,,1,1,1,,0,1,0,0,0,0,1
340,,241,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1,1,2,1,,1,2,1,,1,1,1,,1,2,1,1,1,1,1
341,,15968,RT @Ih8lightskins__: only a black man can make you feel inferior to a hoe with a 2.0 gpa and no future simply because she has a fat ass and&#8230;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
342,,19163,"RT @chelsearaine: Aw that's cute, your mom raised you to be a bitchy little cunt&#128536;",1,1,2,1,,1,2,1,,1,1,1,,1,2,1,0,1,1,1
343,,17822,"RT @StevStiffler: Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part o&#8230;",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
344,,20396,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
345,,25259,yo bitch want that vitamin D she lookin desperate,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
346,,14088,"Painting bitches on rooftops, b/c bitches love rooftops",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
347,,13611,"Nigga fuck up. Ain't none of that shit Goin down with yo niggas RT @FrancoisKilljoy: You niggas think you feeling &#128056;, bitch? My niggas &#128058; you",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
348,,15115,RT @Comp10Tx: Rihanna really is trash,1,1,1,1,,1,2,1,,1,1,1,,1,1,1,1,1,1,1
349,,22255,These hoes don't get me in my feelings one bit.,0,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,1,1,0
350,,12214,"It was nice of you to unfollow me, fag",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
351,,720,#FreeElChapo is trending?! why cus French Montana's bitch ass?? you fucks that think selling drugs is cool are the LAMEST POSERS!!,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
352,,15396,RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,0
353,,850,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
354,,15305,"RT @Dats_JayGrant: You can't be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not &#8230;",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
355,,13124,"Me and my nig @yungNAUGHTI be running shit in Miami on the court, we only lost one game in 3 days",1,0,2,0,,0,2,0,,1,2,1,,0,2,0,0,0,1,1
356,,16468,RT @L1LDebbie: And I'm that bitch who doesn't forget.,1,0,1,0,,0,1,0,,1,1,1,,0,1,0,0,0,1,0
357,,3522,@Huntermoore so does my juicy pussy,1,0,1,0,,1,1,1,,1,0,0,,1,1,1,0,0,1,1
358,,13271,My asshole credentials? Even rednecks hate me.,1,1,2,1,,0,2,0,,1,2,1,,0,2,0,0,0,1,1
359,,2544,@AsvpRvchel @kittty_jpg @nosfiend215 nah im forreal both of yall pussies smell like some dried up crusty fish guts,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
360,,1552,&#8220;@ShesSoBlessed_: Oreos And Milk &#128523;&#8221;,1,1,0,0,,0,0,0,,1,0,0,,0,0,0,0,0,0,0
361,,11176,I snorted shit with more girls in my presence than a dude lmao coke head bitches..,1,0,2,0,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
362,,11014,I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
363,,6950,@nfl am I watching football or pussy soccer? Wtf?,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,0,1,1
364,,21625,Stoni is a fuckin queer...,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
365,,24814,okay but how many people really care if you can see a girls nips through her shirt,1,1,0,0,,1,0,0,,1,0,0,,1,2,1,0,1,1,0
366,,22931,Wait. What? RT @KingHorseDick: Y&#8217;all ever put ur finger in the lil hole in the back of the pussy? just me? Cool.,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,0,1,1,1
367,,20135,"RT @mitchsunderland: Ezra Miller, an openly queer male, is playing the Flash, making him the first openly queer male to play a lead superhe&#8230;",1,1,0,0,,1,0,0,,0,0,0,,1,0,0,0,1,0,0
368,,22972,"Watchu smiling in da can foe nigguh,",0,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,0,1,1
369,,12002,Iite Peyton don&#8217;t be a faggot this drive,1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
370,,18731,RT @_Mr_Williams_: Hoes gone be hoes.&#128581;and these hoes can't be trusted &#9994;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
371,,12335,"Jamaica populated with island hillbillies. Even linguistics are kind of the same, if you sub the accent. Olde English derivatives.",1,1,0,0,,1,0,0,,1,2,1,,1,1,1,1,1,1,1
372,,16885,"RT @MontagKeys: Jeff Fisher saved by the refs. That was karma, but the zebras messed with it.",1,1,0,0,,1,0,0,,1,2,1,,1,1,1,0,0,0,0
373,,11385,I wish hoes didn't bore me....I wouldn't have this problem and would shop at hoes r us every day...,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,0,1,1
374,,5916,@coL_ACHES Why do you bitch about everything?,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
375,,12991,"Love when the bitches take selfies with their tongue out, just gearin up for that money shot",1,1,1,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
376,,13288,My bitch ass buddy pmo,1,0,1,0,,0,1,0,,1,1,1,,1,2,1,0,0,1,1
377,,5407,@Z_M_G_ thirsty hoes &#128129;,1,1,1,1,,1,1,1,,1,1,1,,1,1,1,1,0,1,1
378,,6234,@hannahtherapper @yunglust so when a certain season comes around it's time to be a hoe,1,1,1,1,,1,2,1,,1,1,1,,1,1,1,1,0,1,1
379,,4770,@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE,1,0,1,0,,1,1,1,,1,1,1,,1,2,1,0,0,1,1
380,,5254,@Viri_BraceFacee no problem my niggah &#128076;,1,1,1,1,,0,1,0,,1,2,1,,1,1,1,0,0,1,1
381,,22664,Time to start listing to il spook,1,1,0,0,,1,0,0,,1,0,0,,1,0,0,0,0,0,0
382,,21249,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,1,1,0,0,,1,0,0,,1,2,1,,1,2,1,0,0,0,0
383,,24589,ion have hoes so really you have no reason to worry about me cheating. if anything ill cheat on you with my left hand lbr,1,0,1,0,,0,1,0,,1,2,1,,1,2,1,0,0,1,1
384,,10754,"I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!",1,1,1,1,,1,1,1,,1,2,1,,0,2,0,0,0,1,1
385,,4047,"@LinzBella 
You date colored men?",1,1,0,0,,1,0,0,,1,2,1,,1,0,1,1,1,1,1
386,,10529,I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place,1,1,0,0,,0,0,0,,1,2,1,,0,2,0,0,0,1,0
387,,5671,@amarierubio chink eyed !,1,1,2,1,,1,1,1,,1,1,1,,1,1,1,1,1,1,1
388,,622,"""You look cute today :)"".. ""Really?!"" Helll no, swerve hoe!",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,1,1,1
389,,13550,Never give the next bitch an opportunity to prosper off of your name....,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
390,,24966,sorry me and @kazooook be fucking bitches and we hella icy,1,0,2,0,,1,2,1,,1,1,1,,0,2,0,0,0,1,1
391,,12934,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,1,1,1
392,,21100,"Seconds from the end what's it gonna be, pull the trigger bitch",1,1,1,1,,1,1,1,,1,2,1,,1,2,1,1,0,1,1
393,,15891,RT @HornyFacts: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,1,1,1,1,,1,1,1,,1,2,1,,1,2,1,0,0,1,1
394,,15324,RT @Dee_InsideYou: Team no hoes &#128514;&#128076;,1,1,1,1,,1,1,1,,1,2,1,,1,1,1,0,0,1,0
395,,19388,RT @emma3156: Quit hoggin the blunt bitch&#58373;,1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
396,,15625,RT @FuckTraVonn: @TropicalKyle @wendella_ one time me and this blind bitch was watching a movie,1,1,2,1,,1,1,1,,1,2,1,,1,2,1,0,1,1,1
397,,19656,RT @ibethathigh_RNS: She called me Mexican is that all she have on me tho? IM A PROUD HISPANIC BITCH sure liked this dick tho hoe.,1,0,2,1,,0,2,0,,1,2,1,,1,2,1,0,0,1,1
398,,4150,@MarianCristinax you a fag b,1,1,2,1,,1,2,1,,1,2,1,,1,1,1,1,1,1,1
399,,193,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",1,1,2,1,,1,2,1,,1,2,1,,1,2,1,1,1,1,1
